EPIC,KepMag,Kmag,Teff,mass,Radius
integer,float,float,integer,float,float
220217645,17.691,14.084,2046,0.075,0.095
220217662,17.067,14.822,3263,0.148,0.161
220217667,15.228,13.026,,,
220217670,13.076,11.846,6176,1.029,1.266
220217671,17.233,15.313,4972,0.640,0.602
220217695,12.390,11.138,6119,1.101,1.323
220217725,12.618,11.337,6133,1.069,1.305
220217731,15.943,12.722,3655,0.335,0.316
220217739,15.874,14.466,5579,0.817,0.849
220217748,15.743,12.646,3886,0.457,0.405
220217754,14.912,11.906,3575,0.270,0.267
220217757,16.129,12.877,4042,0.517,0.456
220217767,16.943,,,,
220217770,12.927,11.309,5309,0.883,0.837
220217787,9.448,7.225,4680,1.230,11.169
220217802,15.778,12.694,3900,0.440,0.395
220217810,13.611,11.490,4976,0.782,0.728
220217821,18.747,15.506,3402,0.152,0.171
220217868,11.669,10.207,5459,0.951,1.060
220217894,13.506,12.093,5885,0.930,1.025
220217900,17.233,15.527,4094,0.481,0.440
220217901,11.986,10.108,5114,0.960,3.558
220217906,12.545,11.069,5814,0.955,1.185
220217919,14.711,12.112,4130,0.574,0.510
220217929,16.298,13.019,3698,0.317,0.303
220217932,15.483,13.476,,,
220217970,14.067,12.135,5160,0.864,0.817
220217974,18.187,,,,
220218010,16.001,12.850,4115,0.552,0.488
220218012,12.971,11.383,5697,0.879,0.896
220218031,13.760,12.208,5637,0.964,0.947
220218052,13.018,11.791,6171,0.990,1.256
220218061,17.193,15.018,3486,0.165,0.181
220218072,17.183,15.512,4067,0.480,0.428
220218077,16.219,13.165,3712,0.327,0.308
220218078,16.184,13.147,3763,0.348,0.323
220218117,12.359,11.117,6214,1.020,1.228
220218119,15.899,14.459,5080,0.708,0.662
220218158,17.111,14.728,4009,0.446,0.416
220218216,13.765,12.115,5394,0.876,0.833
220218217,12.760,11.302,5720,0.843,0.883
220218255,13.005,11.298,5451,0.918,0.883
220218257,9.562,5.862,3726,1.085,67.451
220218269,15.994,14.533,5265,0.794,0.783
220218277,14.659,12.879,5296,0.786,0.748
220218283,12.746,11.083,5572,0.934,0.917
220218291,16.499,13.035,3529,0.233,0.240
220218303,12.945,10.955,5203,0.884,0.816
220218326,17.565,15.016,4007,0.452,0.398
220218327,12.871,11.448,5792,0.979,1.341
220218331,12.219,10.814,5877,1.044,1.143
220218345,18.067,15.249,4059,0.478,0.426
220218385,17.989,,,,
220218393,15.837,14.345,5871,0.896,1.051
220218407,12.576,11.305,6126,1.105,1.262
220218416,18.187,15.459,3768,0.343,0.303
220218420,16.850,15.414,5186,0.687,0.664
220218451,15.042,11.622,3937,0.501,0.432
220218468,17.797,15.260,3697,0.269,0.270
220218479,13.809,12.323,5745,1.007,1.024
220218489,18.532,,,,
220218494,14.820,13.426,6014,0.886,1.112
220218497,16.488,13.697,3741,0.275,0.268
220218502,12.018,10.524,5923,1.108,1.449
220218517,15.729,13.168,4352,0.624,0.558
220218518,15.438,12.320,3894,0.457,0.408
220218528,11.202,9.018,4744,1.110,10.933
220218541,11.010,10.416,6183,1.193,1.553
220218545,12.234,10.247,5053,1.098,2.515
220218555,16.200,13.413,3673,0.285,0.270
220218559,16.245,14.863,5213,0.732,0.712
220218564,13.748,11.940,5216,0.797,0.762
220218572,18.076,,,,
220218589,18.003,15.629,,,
220218608,14.962,11.650,3647,0.335,0.304
220218633,17.675,,,,
220218673,18.023,14.939,4022,0.483,0.433
220218676,15.823,14.194,5114,0.727,0.695
220218696,16.021,13.142,3388,0.163,0.179
220218723,14.895,11.634,3781,0.414,0.381
220218725,12.264,11.283,6333,1.184,1.355
220218767,13.177,10.129,3914,0.484,0.426
220218797,17.641,14.831,4059,0.471,0.420
220218821,12.724,11.168,5681,0.997,0.970
220218833,18.225,,,,
220218852,12.368,9.874,4439,0.926,23.369
220218854,16.483,13.604,3918,0.441,0.381
220218871,16.431,13.373,3547,0.232,0.247
220218922,17.789,15.325,4014,0.439,0.407
220218924,14.999,12.624,4547,0.697,0.645
220218929,18.038,,,,
220218937,17.979,14.994,4147,0.462,0.405
220218950,13.683,11.155,4373,0.660,0.588
220218988,13.301,11.259,4971,0.908,2.705
220219006,9.912,8.708,5431,0.888,0.845
220219016,17.965,,,,
220219044,14.899,13.415,5774,0.899,0.948
220219072,18.958,15.539,3413,0.177,0.191
220219092,14.222,12.097,4931,0.747,0.689
220219115,18.380,,,,
220219116,18.420,15.414,3963,0.404,0.380
220219132,17.825,,,,
220219146,16.166,13.309,3543,0.253,0.254
220219171,13.128,11.355,5266,0.976,2.052
220219177,11.897,10.542,5998,1.070,1.366
220219178,18.073,14.989,3185,0.136,0.157
220219209,17.507,14.956,3735,0.316,0.290
220219247,15.419,13.911,5890,0.787,0.841
220219257,16.660,14.440,,,
220219268,13.663,12.398,6151,1.039,1.275
220219333,14.774,13.034,4744,0.698,0.654
220219352,16.676,15.196,5554,0.791,0.803
220219354,14.165,12.603,5655,0.945,0.959
220219364,15.659,12.236,3493,0.229,0.240
220219378,17.262,15.435,5643,0.740,0.735
220219406,12.183,10.219,4940,0.817,0.744
220219409,13.417,11.927,5559,0.911,1.067
220219446,15.286,13.248,4766,0.590,0.552
220219459,18.049,,,,
220219477,12.834,11.463,5948,0.931,1.047
220219501,17.891,,,,
220219521,17.656,15.432,4485,0.586,0.537
220219527,17.611,14.707,4006,0.472,0.424
220219532,13.593,12.213,6045,0.930,1.109
220219559,12.355,10.790,5659,0.927,0.917
220219569,17.524,15.602,5019,0.810,10.719
220219586,13.937,12.081,5156,0.870,0.856
220219592,18.477,,,,
220219594,18.667,15.471,4021,0.448,0.397
220219620,14.904,13.440,5925,0.888,1.023
220219624,13.643,12.102,5868,0.793,0.864
220219641,11.766,10.577,6270,1.111,1.310
220219642,13.127,11.782,5967,1.041,1.154
220219648,17.239,15.225,3375,0.167,0.184
220219651,15.659,12.140,3683,0.351,0.322
220219664,13.652,12.383,5925,0.977,1.080
220219671,17.847,15.323,3913,0.381,0.367
220219679,12.518,11.191,6022,0.994,1.141
220219681,16.653,13.132,,,
220219689,15.827,13.766,4690,0.583,0.525
220219727,18.247,15.015,4119,0.526,0.476
220219741,12.894,10.763,4810,0.963,7.178
220219787,12.840,9.372,3893,0.833,139.296
220219807,11.442,10.044,5817,1.071,1.182
220219896,11.667,9.589,4837,0.978,7.669
220219908,12.037,10.465,5561,0.948,0.924
220219914,18.571,15.199,3697,0.291,0.282
220219925,11.992,9.989,4976,0.923,6.491
220219930,13.491,11.499,4990,0.711,0.678
220219941,13.513,12.349,6298,1.086,1.344
220219942,13.112,11.602,5786,1.023,1.132
220219949,18.244,,,,
220219952,18.275,,,,
220219980,17.889,15.295,3949,0.405,0.371
220219986,18.443,,,,
220220046,17.992,,,,
220220063,12.415,10.800,5488,0.905,0.875
220220064,12.045,10.915,6349,1.202,1.411
220220067,12.348,10.481,5093,0.936,3.092
220220080,12.706,9.687,4050,0.399,0.347
220220139,8.399,6.202,5387,1.031,1.987
220220146,11.755,10.630,6222,1.287,1.827
220220171,15.662,13.467,4871,0.751,0.692
220220174,16.191,12.966,3562,0.234,0.245
220220178,15.511,12.466,3486,0.207,0.225
220220182,15.419,12.255,4014,0.468,0.416
220220200,15.872,13.076,4228,0.587,0.526
220220214,18.037,,,,
220220218,17.559,15.331,3976,0.432,0.377
220220240,17.567,15.662,4464,0.547,0.457
220220265,18.406,,,,
220220276,17.054,14.472,4213,0.559,0.491
220220279,18.108,15.041,4149,0.521,0.473
220220295,13.976,12.021,4990,0.782,0.731
220220305,13.238,12.002,6077,1.091,1.305
220220317,17.902,15.284,3821,0.331,0.311
220220326,18.089,,,,
220220335,15.581,14.038,5944,0.856,0.992
220220357,18.306,,,,
220220360,17.246,15.146,4165,0.519,0.466
220220361,16.201,14.082,4356,0.491,0.446
220220365,18.070,14.143,3741,0.338,0.309
220220369,17.965,,,,
220220382,13.389,11.443,4968,0.913,5.505
220220385,14.515,11.275,3542,0.247,0.254
220220386,11.577,10.453,6496,1.340,1.598
220220395,12.968,10.365,4088,0.486,0.432
220220402,17.733,,,,
220220412,12.638,10.722,5017,0.869,0.805
220220435,16.158,13.865,4644,0.484,0.414
220220442,15.497,12.059,3693,0.344,0.324
220220452,18.394,15.255,3753,0.308,0.296
220220491,16.068,12.652,3770,0.392,0.355
220220500,14.898,13.441,5779,0.908,0.973
220220534,12.507,10.375,4911,0.802,0.746
220220538,16.461,14.550,5178,0.806,8.247
220220553,11.833,10.428,6007,1.054,1.221
220220560,17.542,15.562,4039,0.425,0.407
220220577,14.608,11.506,3797,0.421,0.381
220220587,13.680,11.481,4743,0.726,0.680
220220593,11.360,9.804,5596,0.966,0.937
220220616,11.921,9.849,4870,0.937,9.075
220220622,12.710,10.878,5334,0.938,2.009
220220643,17.853,,,,
220220652,16.082,13.024,4063,0.516,0.453
220220661,17.845,14.715,3843,0.394,0.364
220220670,18.142,,,,
220220682,17.052,15.501,4233,0.506,0.481
220220702,18.268,,,,
220220742,15.493,12.857,3749,0.315,0.304
220220754,18.202,15.002,3903,0.401,0.364
220220757,18.604,15.552,,,
220220769,16.955,13.884,3763,0.302,0.290
220220786,12.703,11.117,5685,1.014,0.985
220220797,17.225,15.031,4186,0.457,0.433
220220799,12.386,11.000,5880,1.029,1.111
220220803,17.525,14.993,3409,0.161,0.171
220220819,18.323,,,,
220220825,18.321,,,,
220220839,13.389,12.096,6072,1.056,1.282
220220858,13.062,10.758,4534,0.648,0.590
220220882,15.521,14.182,5897,0.789,0.858
220220885,10.587,8.457,4753,1.106,11.284
220220908,15.381,12.759,4183,0.575,0.509
220220947,18.127,,,,
220220954,13.947,12.047,4964,0.808,0.749
220220958,16.438,13.865,3233,0.146,0.167
220220971,16.117,13.089,4103,0.528,0.477
220220975,16.248,13.645,3652,0.287,0.274
220220978,17.355,15.416,3957,0.408,0.355
220220979,17.467,15.436,3991,0.417,0.384
220220986,17.407,14.073,3872,0.383,0.351
220220988,13.203,11.827,5950,1.024,1.166
220220993,18.170,,,,
220221029,11.837,10.299,5911,1.017,1.125
220221035,18.361,,,,
220221040,11.988,10.620,6048,1.097,1.359
220221077,13.936,11.217,4033,0.517,0.456
220221078,13.028,10.952,4858,1.074,4.531
220221098,16.414,13.688,3658,0.280,0.266
220221101,17.211,15.578,5109,0.795,2.442
220221117,13.374,11.676,5424,0.866,0.830
220221169,13.704,12.380,6016,1.048,1.195
220221171,17.426,,,,
220221174,11.380,9.177,4818,1.058,6.728
220221182,12.974,,,,
220221184,15.887,12.825,3986,0.486,0.430
220221190,13.327,10.617,4244,0.796,92.104
220221209,17.669,,,,
220221219,16.131,12.790,3492,0.243,0.250
220221231,15.483,12.727,3492,0.208,0.224
220221261,17.613,15.489,4883,0.611,0.570
220221266,17.875,,,,
220221270,14.345,12.577,5238,0.733,0.716
220221271,15.842,12.712,3668,0.330,0.306
220221272,14.256,11.294,3551,0.253,0.257
220221293,13.522,12.176,5892,0.932,0.994
220221299,12.562,10.654,5131,0.906,2.471
220221311,13.064,11.576,5771,0.779,0.816
220221336,17.879,,,,
220221350,15.064,12.078,3966,0.502,0.445
220221369,18.256,,,,
220221373,13.252,11.948,5944,1.006,1.138
220221393,10.620,9.392,6336,1.131,1.358
220221395,15.668,13.802,5199,0.682,0.654
220221399,13.508,11.972,5874,0.989,1.126
220221405,13.681,12.348,6007,0.881,1.058
220221420,15.615,12.644,3954,0.472,0.423
220221445,9.689,7.542,4912,0.871,11.933
220221447,15.836,12.795,3780,0.361,0.338
220221500,13.835,12.078,5221,0.872,0.815
220221525,13.441,11.783,5621,0.869,0.888
220221536,16.000,13.861,4955,0.725,0.680
220221539,12.948,11.749,6232,1.063,1.255
220221555,16.905,,,,
220221556,18.364,,,,
220221577,17.491,,,,
220221581,18.403,14.914,3811,0.352,0.342
220221607,16.190,12.786,3858,0.461,0.408
220221629,12.914,10.753,4709,0.756,0.683
220221661,18.319,,,,
220221667,13.161,11.452,5391,0.918,0.890
220221684,13.287,11.984,6023,0.892,1.095
220221699,10.467,8.519,4973,0.963,4.337
220221706,11.910,10.425,5765,1.036,1.072
220221739,13.735,12.396,6092,1.008,1.231
220221745,13.410,11.988,5977,0.964,1.081
220221774,15.227,12.325,3807,0.407,0.368
220221823,18.410,,,,
220221848,12.701,11.131,5635,0.932,0.927
220221854,12.063,10.819,5151,1.036,2.241
220221855,15.780,14.107,5116,0.781,0.751
220221857,18.018,,,,
220221874,19.463,,,,
220221890,12.870,11.461,5995,1.058,1.296
220221899,13.780,12.205,5382,0.862,0.841
220221935,12.330,11.124,6187,1.078,1.358
220222001,14.181,11.175,3881,0.437,0.396
220222002,11.340,9.358,5024,0.855,0.782
220222007,11.792,9.554,4628,0.955,11.581
220222021,17.312,14.991,4706,0.657,0.625
220222025,13.085,11.926,6202,1.052,1.301
220222029,14.803,12.949,5559,0.898,0.900
220222046,16.413,13.569,3744,0.363,0.329
220222054,18.284,,,,
220222060,11.925,10.334,5855,0.965,1.054
220222063,17.689,,,,
220222076,15.668,14.434,5871,0.859,0.963
220222092,18.042,,,,
220222108,18.480,,,,
220222131,17.675,14.613,4093,0.490,0.443
220222174,13.576,12.199,5935,1.006,1.131
220222181,12.005,10.805,6239,1.178,1.464
220222185,16.484,13.296,3610,0.272,0.274
220222189,12.865,11.678,6153,1.039,1.223
220222201,18.027,15.253,3872,0.355,0.327
220222244,17.593,15.203,3912,0.419,0.371
220222274,17.446,15.071,4103,0.493,0.448
220222281,13.378,11.919,5851,0.894,0.994
220222282,15.457,13.888,5725,0.753,0.762
220222287,12.927,11.355,5780,0.860,0.896
220222298,11.171,10.043,6198,1.144,1.632
220222339,11.245,9.876,5907,1.090,1.276
220222349,13.294,11.685,5980,1.075,1.278
220222351,9.988,8.858,6275,1.236,1.389
220222356,8.045,5.699,4899,1.232,4.184
220222384,13.590,10.661,3946,0.486,0.429
220222413,18.122,14.992,4093,0.492,0.436
220222418,17.547,14.102,,,
220222439,15.287,12.272,3594,0.301,0.291
220222441,11.056,9.838,6056,1.031,1.294
220222456,12.593,11.383,6187,1.124,1.291
220222459,15.203,12.111,3712,0.352,0.328
220222492,14.075,12.005,4870,0.796,0.728
220222503,13.301,12.008,6102,1.089,1.261
220222504,13.382,11.281,4861,0.931,3.368
220222514,12.143,10.398,5355,0.900,0.879
220222553,13.600,12.093,5784,0.901,0.950
220222585,16.068,13.180,3705,0.314,0.297
220222612,18.234,15.547,3901,0.380,0.335
220222625,13.755,12.435,6020,1.020,1.181
220222660,15.695,12.794,3974,0.477,0.426
220222668,18.096,15.283,3943,0.379,0.351
220222678,13.715,11.761,4975,0.931,4.307
220222691,17.481,14.940,3864,0.392,0.354
220222734,18.158,15.292,4094,0.505,0.457
220222754,13.592,11.763,5237,0.727,0.703
220222764,15.769,12.785,3725,0.364,0.331
220222769,12.601,10.670,5130,0.889,3.840
220222782,18.285,15.398,3829,0.340,0.296
220222797,15.792,14.544,5807,0.803,0.871
220222858,18.775,15.298,3798,0.326,0.298
220222859,11.047,9.649,5754,0.994,0.987
220222864,12.816,11.220,5725,0.992,1.068
220222871,12.196,10.727,5669,0.964,1.090
220222885,9.955,6.477,3774,1.139,51.518
220222902,18.819,15.571,3614,0.235,0.238
220222903,18.537,15.581,,,
220222914,17.244,15.227,4963,0.677,0.610
220222919,12.986,11.640,5906,0.923,1.098
220222921,16.778,15.227,5216,0.805,2.294
220222953,15.908,12.876,3628,0.293,0.281
220222985,13.141,10.137,3917,0.519,0.461
220222988,12.498,11.232,6058,1.102,1.315
220223009,13.449,11.676,5286,0.866,0.817
220223020,18.659,15.491,3855,0.373,0.339
220223028,14.149,11.785,4648,0.753,0.681
220223041,18.374,,,,
220223065,18.124,15.267,3837,0.339,0.320
220223076,12.996,11.542,5872,0.940,1.041
220223090,15.641,12.561,3715,0.309,0.300
220223101,14.230,12.315,5184,0.884,1.490
220223133,17.703,15.227,4724,0.596,0.555
220223166,17.271,15.434,3655,0.263,0.257
220223171,18.605,15.154,3656,0.275,0.268
220223184,12.266,10.239,5055,0.813,0.754
220223202,11.075,9.925,6380,1.259,1.495
220223209,13.411,12.096,6009,0.948,1.116
220223210,14.220,10.751,3565,0.231,0.237
220223221,17.962,15.498,4045,0.451,0.392
220223247,18.241,15.467,3905,0.368,0.352
220223268,15.199,12.239,3926,0.483,0.429
220223279,12.685,11.290,5953,1.001,1.136
220223282,11.280,9.673,5686,1.019,1.023
220223293,18.445,,,,
220223295,16.318,13.217,3955,0.444,0.405
220223311,13.131,11.657,5694,0.931,0.926
220223317,18.209,,,,
220223322,11.900,10.498,6021,1.106,1.264
220223339,13.233,11.393,5155,0.883,0.812
220223355,18.092,15.008,3905,0.416,0.366
220223359,13.743,10.781,3561,0.266,0.267
220223360,18.129,15.617,3987,0.452,0.401
220223398,10.486,8.194,4606,1.190,7.618
220223400,13.577,12.272,6064,1.015,1.250
220223422,13.030,11.334,5448,0.926,0.872
220223441,13.115,11.644,5809,0.854,0.886
220223455,14.799,13.073,5071,0.652,0.612
220223473,14.080,12.210,5280,0.907,0.946
220223478,13.848,10.556,3634,0.269,0.262
220223483,16.325,13.276,3613,0.266,0.262
220223487,12.247,11.000,5868,0.976,1.029
220223488,12.919,11.349,5709,1.020,1.241
220223494,11.966,10.852,6519,1.308,1.545
220223508,13.954,10.671,3540,0.248,0.247
220223510,17.664,,,,
220223518,16.886,14.929,5153,0.703,0.675
220223527,10.937,9.782,6442,1.305,1.574
220223528,17.966,,,,
220223551,17.665,14.419,3504,0.187,0.200
220223553,18.449,,,,
220223560,13.829,12.234,5173,0.922,2.210
220223561,17.488,15.568,3990,0.410,0.363
220223573,18.541,15.116,3887,0.391,0.358
220223584,17.704,15.344,4327,0.539,0.479
220223593,11.287,10.074,6520,1.368,1.648
220223613,18.132,14.887,4139,0.534,0.469
220223637,9.973,9.439,7513,1.690,1.839
220223653,13.491,11.873,5516,0.940,0.887
220223682,15.969,12.885,3640,0.278,0.278
220223708,14.161,12.130,5012,0.865,1.953
220223719,13.097,11.561,5669,0.857,0.880
220223731,12.398,10.854,5768,0.864,0.916
220223759,15.214,12.263,3940,0.495,0.432
220223789,13.562,12.032,6150,1.115,1.292
220223793,17.616,,,,
220223804,10.949,8.896,4868,0.794,0.719
220223809,17.499,15.124,4077,0.457,0.421
220223816,15.493,12.570,3927,0.456,0.396
220223852,18.165,15.390,3792,0.310,0.295
220223866,17.513,14.805,3638,0.249,0.255
220223913,11.212,6.718,3469,0.978,124.647
220223942,13.190,11.860,6161,1.083,1.313
220223959,13.258,11.848,5902,1.046,1.188
220223965,15.495,14.301,6108,0.857,1.109
220223970,13.177,11.663,5695,0.898,0.927
220223980,15.305,11.878,3330,0.151,0.171
220224005,18.125,,,,
220224016,18.290,15.512,3912,0.375,0.327
220224022,15.745,12.976,4249,0.567,0.517
220224026,12.852,11.067,,,
220224040,17.891,,,,
220224043,18.303,,,,
220224049,12.472,10.432,5000,0.931,3.420
220224061,15.684,13.814,5120,0.673,0.640
220224072,13.575,12.064,5506,0.886,0.893
220224084,13.621,10.908,3969,0.496,0.438
220224105,15.030,13.165,5200,0.864,0.864
220224155,18.254,,,,
220224181,13.788,12.580,5861,0.874,0.974
220224207,9.820,8.414,6476,1.368,1.699
220224209,12.810,11.217,5573,1.026,0.968
220224212,17.182,13.113,,,
220224214,18.625,15.385,3707,0.278,0.275
220224217,13.196,11.220,4931,0.820,0.760
220224242,15.925,14.356,5093,0.710,0.683
220224245,15.909,14.183,5079,0.591,0.540
220224280,16.253,13.036,3445,0.178,0.198
220224294,15.176,12.457,4117,0.543,0.486
220224312,17.770,,,,
220224313,17.694,15.562,4066,0.456,0.408
220224337,14.621,11.687,4102,0.565,0.501
220224355,14.290,11.371,3524,0.224,0.231
220224358,17.096,15.005,3436,0.167,0.181
220224364,18.257,,,,
220224392,15.477,13.917,5776,0.853,0.934
220224397,15.978,13.226,3851,0.378,0.344
220224406,15.787,12.425,3889,0.464,0.414
220224423,16.386,13.733,3270,0.147,0.172
220224455,12.811,10.869,4977,0.963,4.497
220224488,13.212,11.810,5922,1.036,1.156
220224491,17.627,15.495,2869,0.106,0.128
220224498,18.464,15.063,3866,0.358,0.325
220224502,17.412,15.277,4035,0.471,0.420
220224516,12.560,10.790,5391,0.916,0.901
220224523,18.285,,,,
