,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
10,10,10,10,10,10,247525678,04 39 26.221,+22 23 30.38,1,12.273,,,562-011188,04392621+2223304,,STAR,gri,rpm,4.9,1.4,-4.2,1.3,,,13.205,0.02,12.511,0.03,,,12.782,0.02,12.294,0.04,12.055,0.03,,,11.145,0.025,10.865,0.024,10.784,0.025,6506,273,195,4.131,0.165,0.363,-0.029,0.09,0.18,1.57,1.047,0.354,1.385,0.307,0.192,0.296,0.249,0.219,532.6,350.5,152.4,0.388,0.076,0.076,AAA-222-111-000-0-0,24.3,
11,11,11,11,11,11,247526017,05 03 16.488,+22 23 39.83,1,14.744,,,562-013659,05031649+2223398,,STAR,JHK,rpm,-0.6,3.2,-7.2,3.3,,,,,,,,,,,,,,,,,13.061,0.023,12.481,0.023,12.38,0.025,5000,145,116,3.36,1.179,0.655,-0.36,0.3,0.42,2.832,3.514,2.094,0.943,0.24,0.133,0.032,1.626,0.028,1641,1559,1210,0.452,0.145,0.121,AAA-222-111-000-0-0,17.2,
12,12,12,12,12,12,247526070,04 58 36.734,+22 23 41.18,1,14.626,,,562-013064,04583672+2223411,,STAR,BV,rpm,-1.8,3.3,4.7,3.5,,,16.124,0.05,14.866,0.044,,,15.468,0.044,,,,,,,12.504,0.02,11.924,0.022,11.784,0.018,4982,151,120,3.076,0.45,0.72,-0.441,0.3,0.36,4.488,5.718,1.802,1.071,0.23,0.164,0.009,0.033,0.008,1971,1997,775.3,0.521,0.15,0.125,AAA-222-111-000-0-0,12,
13,13,13,13,13,13,247526113,04 32 56.468,+22 23 42.52,1,10.657,,1278-707-1,562-010623,04325645+2223424,,STAR,gri,rpm,-13,1.6,-5.9,1.7,,,11.637,0.112,10.859,0.091,,,11.2,0.03,10.699,0.04,10.425,0.06,,,9.414,0.026,9.181,0.03,9.103,0.02,6587,387,332,3.927,0.348,0.29,-0.014,0.1,0.08,1.984,1.086,0.702,1.446,0.465,0.211,0.158,0.376,0.111,287,186,86.15,0.363,0.137,0.114,AAA-222-111-000-0-0,15.8,
14,14,14,14,14,14,247526121,05 00 41.095,+22 23 42.93,1,13.605,,,562-013312,05004109+2223429,,STAR,gri,rpm,6.5,3.5,-2.8,3.9,,,15.407,0.12,13.993,0.08,,,14.701,0.04,13.508,0.03,13.135,0.27,,,11.407,0.021,10.75,0.022,10.574,0.018,4771,147,117,2.489,0.506,0.138,-0.322,0.2,0.24,9.971,1.863,4.175,1.167,0.218,0.182,0.001,0.005,3.91E-04,2357,374.3,929.1,0.575,0.131,0.109,AAA-222-111-000-0-0,19,
15,15,15,15,15,15,247526137,05 03 15.277,+22 23 43.35,1,14.35,,,562-013658,05031528+2223432,,STAR,gri,rpm,2.2,3.5,0.2,3.9,,,15.636,0.07,14.759,0.13,,,15.18,0.05,14.381,0.05,13.994,0.08,,,12.665,0.021,12.253,0.023,12.127,0.022,5985,298,298,4.09,0.295,0.295,-0.131,0.2,0.24,1.489,0.723,0.487,1.099,0.241,0.134,0.309,0.613,0.205,805.4,461.7,253.3,0.6,0.143,0.143,AAA-222-111-000-0-0,17.2,
16,16,16,16,16,16,247526175,04 57 02.422,+22 23 44.40,1,14.683,,,562-012891,04570241+2223443,6003-301-1-0212-0018,STAR,BV,rpm,2,3.5,-4.5,3.9,,,15.486,0.04,14.817,0.08,,,15.255,0.07,,,,,,,13.435,0.024,13.15,0.026,13.084,0.032,6432,313,261,4.205,0.115,0.207,-0.167,0.15,0.21,1.427,0.426,0.243,1.228,0.189,0.158,0.379,0.215,0.194,1313,370.6,245.7,0.445,0.138,0.086,AAA-222-111-000-0-0,17.3,
17,17,17,17,17,17,247526190,04 47 17.548,+22 23 44.89,1,18.035,,,,04471754+2223448,6003-301-4-0200-0445,STAR,gri,rpm,21,3,-50,3,,,,,,,20.717,0.064,19.108,0.01,18.082,0.007,17.575,0.007,17.264,0.013,15.991,0.073,15.547,0.13,15.297,0.134,4201,412,150,4.962,0.08,0.08,-1.142,0.3,0.84,0.322,0.079,0.074,0.371,0.102,0.122,9.979,5.125,3.386,570,200.3,148.2,0.339,0.178,0.089,ABB-222-111-000-0-0,17.3,
18,18,18,18,18,18,247526248,04 44 10.400,+22 23 46.28,1,14.73,,,562-011660,04441038+2223462,,STAR,gri,rpm,1.5,2.9,-1.1,3.3,,,15.851,0.05,14.831,0.04,,,15.304,0.04,14.466,0.05,14.485,0.48,,,12.72,0.02,12.175,0.016,12.064,0.019,5121,153,123,2.889,0.69,0.575,-0.757,0.42,0.3,4.597,5.043,2.117,0.953,0.199,0.071,0.006,0.042,0.006,2547,2077,1302,0.384,0.09,0.064,AAA-222-111-000-0-0,18.2,
19,19,19,19,19,19,247526353,05 02 45.740,+22 23 49.35,1,15.279,,,562-013598,05024574+2223492,,STAR,gri,rpm,4.4,3.4,-9.2,3.5,,,16.486,0.16,15.452,0.1,,,15.916,0.08,15.08,0.04,15.006,0.33,,,13.405,0.024,12.96,0.024,12.876,0.033,5673,319,266,4.461,0.075,0.345,-0.155,0.16,0.28,0.93,0.489,0.109,0.935,0.119,0.085,1.109,0.353,0.78,729.1,429.1,104.2,0.468,0.181,0.113,AAA-222-111-000-0-0,29.7,
20,20,20,20,20,20,247526422,04 37 23.700,+22 23 50.80,1,12.727,,,562-010979,,,STAR,gri,,,,,,,,14.167,0.03,13.124,0.05,,,13.591,0.01,12.742,0.07,12.357,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,21,21,21,21,247526439,04 59 21.811,+22 23 51.44,1,12.561,,,562-013163,04592181+2223515,,STAR,gri,lam,13,1.5,-28.3,1.3,,,13.638,0.03,12.734,0.03,,,13.192,0.02,12.478,0.03,12.29,0.27,,,10.902,0.021,10.566,0.024,10.418,0.017,5986,165,117,3.922,0.182,0.13,-0.101,0.1,0.16,1.954,0.504,0.459,1.199,0.222,0.139,0.149,0.129,0.06,500.8,118.2,95.61,0.413,0.141,0.101,AAA-222-111-000-0-0,42.9,
22,22,22,22,22,22,247526457,05 00 58.072,+22 23 52.16,1,14.64,,,562-013360,05005806+2223522,,STAR,gri,rpm,1.8,3.4,-10.1,3.8,,,15.756,0.07,14.815,0.06,,,15.256,0.05,14.498,0.05,14.376,0.3,,,12.931,0.023,12.522,0.024,12.4,0.025,5905,244,244,4.341,0.135,0.324,-0.15,0.2,0.28,1.132,0.519,0.214,1.015,0.136,0.114,0.694,0.485,0.477,735.3,339.3,155.2,0.494,0.151,0.126,AAA-222-111-000-0-0,21.9,
23,23,23,23,23,23,247526460,04 31 54.089,+22 23 52.27,1,15.734,,,562-010562,04315407+2223522,,STAR,BV,rpm,-2.3,2.1,1.5,2.4,,,16.93,0.1,15.911,0.063,,,,,,,,,,,13.869,0.027,13.474,0.041,13.303,0.038,6097,332,332,4.21,0.195,0.273,-0.175,0.18,0.24,1.33,0.533,0.326,1.1,0.205,0.147,0.415,0.442,0.265,1291,578.3,342.7,0.611,0.28,0.175,AAA-222-111-000-0-0,20,
24,24,24,24,24,24,247526465,05 02 23.685,+22 23 52.41,1,14.965,,,562-013562,05022368+2223524,,STAR,BV,rpm,1.3,3.3,-4,3.6,,,16.428,0.2,15.198,0.22,,,15.752,0.06,,,,,,,12.873,0.021,12.405,0.023,12.248,0.025,5783,362,435,4.09,0.345,0.414,-0.111,0.15,0.3,1.5,0.966,0.588,1.065,0.258,0.162,0.274,0.767,0.202,877.6,552.3,389.1,0.703,0.312,0.26,AAA-222-111-000-0-0,11,
25,25,25,25,25,25,247526471,05 01 06.363,+22 23 52.56,1,13.789,,,562-013381,05010635+2223524,,STAR,gri,rpm,-2,3.4,-11.5,3.8,,,15.429,0.03,14.25,0.06,,,14.868,0.02,13.733,0.05,13.326,0.28,,,11.605,0.02,10.996,0.022,10.782,0.018,4984,222,158,2.643,0.605,0.33,-0.678,0.4,0.4,7.238,3.057,3.399,0.952,0.278,0.063,0.002,0.016,0.001,1935,717.7,905.5,0.633,0.222,0.139,AAA-222-111-000-0-0,11.4,
26,26,26,26,26,26,247526535,04 34 48.813,+22 23 54.35,1,13.535,,,562-010768,04344878+2223546,,STAR,gri,rpm,162,8,-143,8,,,15.867,0.04,14.481,0.039,,,15.206,0.041,13.856,0.045,12.818,0.062,,,11.008,0.023,10.395,0.023,10.193,0.022,3593,211,176,5.033,0.075,0.105,-0.117,0.16,0.28,0.233,0.091,0.046,0.241,0.135,0.068,15.56,8.82,6.483,45.35,24.05,13.54,0.071,0.046,0.033,AAA-222-111-000-0-0,22,
27,27,27,27,27,27,247526545,04 58 09.562,+22 23 54.56,1,15.247,,,562-013008,04580955+2223545,,STAR,BV,rpm,4.1,3.1,-7.7,3.3,,,16.478,0.08,15.431,0.08,,,16.083,0.07,,,,,,,13.294,0.024,12.678,0.024,12.572,0.032,4739,265,151,4.659,0.165,1.485,-0.266,0.3,0.45,0.652,3.866,0.195,0.708,0.269,0.054,2.557,1.901,2.58,392.8,2340,122,0.335,0.248,0.093,AAA-222-111-000-0-0,19.1,
28,28,28,28,28,28,247526585,04 35 47.992,+22 23 55.45,1,15.458,,,562-010845,04354798+2223553,,STAR,BV,rpm,-9.1,2.2,0.6,2.5,,,16.354,0.06,15.617,0.056,,,,,,,,,,,13.697,0.023,13.326,0.022,13.164,0.023,6127,266,266,4.268,0.125,0.175,-0.223,0.2,0.28,1.192,0.299,0.203,1.048,0.153,0.128,0.528,0.319,0.255,1120,288.6,194.8,0.627,0.188,0.157,AAA-222-111-000-0-0,18.5,
29,29,29,29,29,29,247526592,04 30 57.354,+22 23 55.64,1,15.01,,,562-010498,04305734+2223556,,STAR,BV,rpm,2.7,2.1,-7.2,2.4,,,16.387,0.06,15.225,0.049,,,15.717,0.047,,,,,,,13.015,0.027,12.642,0.033,12.494,0.025,6124,305,254,4.229,0.165,0.231,-0.135,0.15,0.24,1.294,0.431,0.276,1.1,0.161,0.134,0.462,0.389,0.266,908.3,275.4,211.3,0.56,0.232,0.145,AAA-222-111-000-0-0,16.7,
30,30,30,30,30,30,247526616,04 45 03.646,+22 23 56.33,1,13.745,,,562-011740,04450363+2223563,,STAR,gri,rpm,-33.2,3.1,64.4,3.4,,,14.887,0.14,14.087,0.21,,,14.367,0.01,13.656,0.08,13.478,0.3,,,12.657,0.023,12.277,0.02,12.131,0.02,5890,217,289,4.498,0.075,0.12,-0.937,0.3,0.25,0.806,0.152,0.098,0.766,0.048,0.048,1.404,0.468,0.518,392.4,152.8,94.05,0.442,0.137,0.114,AAA-222-111-000-0-0,8.4,
31,31,31,31,31,31,247526644,05 00 54.804,+22 23 57.08,1,14.776,,,562-013352,05005479+2223571,,STAR,BV,rpm,-52.9,3.3,-18.2,3.4,,,16.155,0.06,14.991,0.045,,,,,,,,,,,13.677,0.025,13.097,0.028,12.953,0.032,4115,787,437,4.9,0.102,0.221,-0.583,0.5,0.5,0.372,0.226,0.092,0.421,0.208,0.125,7.5,4.833,4.726,225.7,208.3,73.24,0.237,0.19,0.095,AAA-222-111-000-0-0,9.4,
32,32,32,32,32,32,247526662,05 00 55.483,+22 23 57.42,1,13.768,,,562-013353,05005548+2223575,,STAR,JHK,lam,82.8,3.6,-38.7,4.1,,,,,,,,,,,,,,,,,12.356,0.021,11.915,0.023,11.796,0.02,5714,137,171,4.515,0.045,0.054,-0.573,0.18,0.12,0.82,0.073,0.056,0.803,0.058,0.048,1.413,0.286,0.28,396.2,47.33,42.28,0.365,0.13,0.108,AAA-222-111-000-0-0,9.4,
33,33,33,33,33,33,247526737,05 02 36.625,+22 23 59.53,1,13.681,,,562-013589,05023662+2223595,,STAR,gri,rpm,-0.7,2.7,-4.3,3.2,,,14.962,0.09,13.957,0.07,,,14.456,0.05,13.589,0.03,13.348,0.31,,,11.873,0.021,11.438,0.02,11.291,0.02,5867,299,359,3.935,0.468,0.26,-0.044,0.12,0.24,1.706,1.015,0.717,1.142,0.335,0.186,0.164,0.728,0.107,690.6,389.9,310.4,0.613,0.169,0.169,AAA-222-111-000-0-0,20.6,
34,34,34,34,34,34,247526804,05 02 22.460,+22 24 01.19,1,14.802,,,563-013642,05022246+2224012,,STAR,JHK,rpm,1.9,3.3,0.3,3.3,,,,,,,,,,,,,,,,,13,0.021,12.429,0.023,12.278,0.023,5031,149,128,3.195,0.44,0.704,-0.395,0.25,0.35,4.206,5.465,1.953,1.064,0.209,0.174,0.012,0.064,0.011,2108,2598,832,0.528,0.195,0.122,AAA-222-111-000-0-0,18.4,
35,35,35,35,35,35,247526806,04 58 43.148,+22 24 01.36,1,15.394,,,563-013223,04584314+2224013,,STAR,BV,rpm,8.6,3.3,-10.7,3.4,,,16.587,0.08,15.57,0.055,,,,,,,,,,,13.749,0.025,13.319,0.026,13.254,0.033,5744,278,278,4.445,0.08,0.24,-0.293,0.25,0.35,0.942,0.328,0.12,0.904,0.103,0.086,1.09,0.414,0.618,861.6,338.8,131.6,0.471,0.163,0.102,AAA-222-111-000-0-0,14.4,
36,36,36,36,36,36,247526915,04 57 38.983,+22 24 04.08,1,15.301,,,563-013102,04573898+2224040,,STAR,BV,rpm,-3,3.3,-15.5,3.3,,,16.421,0.06,15.462,0.11,,,16.039,0.09,,,,,,,13.497,0.024,13.057,0.027,12.922,0.03,5732,311,311,4.452,0.08,0.256,-0.26,0.25,0.35,0.939,0.347,0.125,0.913,0.101,0.084,1.044,0.493,0.621,758.6,303.1,138.6,0.522,0.241,0.134,AAA-222-111-000-0-0,19.1,
37,37,37,37,37,37,247526945,05 05 10.664,+22 24 04.93,1,15.123,,,563-014040,05051067+2224049,,STAR,gri,rpm,1,3.3,-5.5,3.4,,,16.301,0.09,15.378,0.09,,,15.796,0.06,14.984,0.01,14.834,0.39,,,13.419,0.024,12.977,0.025,12.885,0.026,5710,331,276,4.423,0.1,0.52,-0.155,0.16,0.28,1.007,0.851,0.15,0.973,0.13,0.093,0.938,0.449,0.783,800,685.6,165.7,0.47,0.165,0.118,AAA-222-111-000-0-0,14.3,
38,38,38,38,38,38,247527016,04 57 42.845,+22 24 06.85,1,14.877,,,563-013104,04574284+2224067,,STAR,BV,rpm,2.4,3.4,-5.7,3.7,,,15.769,0.02,15.035,0.04,,,15.452,0.07,,,,,,,13.44,0.024,13.108,0.028,13.027,0.033,6225,252,252,4.231,0.14,0.224,-0.167,0.15,0.24,1.307,0.412,0.232,1.126,0.17,0.142,0.475,0.313,0.264,1157,339,223,0.46,0.146,0.091,AAA-222-111-000-0-0,40.4,
39,39,39,39,39,39,247527026,04 56 24.066,+22 24 07.03,1,14.134,,,563-012916,04562406+2224070,,STAR,gri,rpm,-14.8,2.3,-3,2.5,,,15.62,0.07,14.492,0.06,,,15.115,0.04,14.066,0.07,13.714,0.068,,,12.307,0.021,11.743,0.022,11.652,0.023,4979,153,191,4.585,0.035,1.183,-0.116,0.2,0.48,0.773,2.573,0.063,0.842,0.137,0.062,1.793,0.338,1.763,316.4,964.2,31.8,0.365,0.179,0.128,AAA-222-111-000-0-0,11,
40,40,40,40,40,40,247527139,05 00 40.986,+22 24 10.63,1,13.01,,,563-013464,05004098+2224106,,STAR,gri,rpm,3.3,2,-1.2,2.5,,,14.103,0.06,13.228,0.08,,,13.64,0.04,12.921,0.04,12.74,0.29,,,11.465,0.021,11.117,0.02,10.965,0.018,6343,326,326,3.859,0.286,0.156,-0.022,0.12,0.15,2.374,0.587,0.848,1.504,0.236,0.283,0.11,0.243,0.046,822.5,183.8,308.8,0.605,0.119,0.158,AAA-222-111-000-0-0,9.4,
41,41,41,41,41,41,247527157,05 02 00.672,+22 24 11.03,1,18.039,,,,05020067+2224110,,STAR,JHK,rpm,40,2,-50,5,,,,,,,,,,,,,,,,,16.07,0.099,15.473,0.131,15.296,0.204,3253,578,482,5.154,0.075,0.105,-0.294,0.3,0.48,0.166,0.077,0.041,0.141,0.089,0.041,29.32,15.06,12.91,203.3,152.9,75.9,0.266,0.168,0.105,ABC-222-111-000-0-0,21.7,1124-0079208
42,42,42,42,42,42,247527308,04 56 37.491,+22 24 15.42,1,15.639,,,563-012956,04563747+2224155,6003-301-1-0211-0282,STAR,BV,rpm,0.7,3,-5.8,3.1,,,16.585,0.08,15.812,0.06,,,16.308,0.02,,,,,,,14.1,0.027,13.806,0.032,13.72,0.052,6340,320,267,4.233,0.11,0.176,-0.22,0.16,0.24,1.312,0.359,0.208,1.147,0.178,0.149,0.455,0.242,0.204,1559,412.6,277.1,0.459,0.152,0.095,AAA-222-111-000-0-0,29.1,
43,43,43,43,43,43,247527328,05 01 21.963,+22 24 15.97,1,12.263,,,563-013534,05012196+2224158,,STAR,gri,lam,-0.5,1.7,-17.5,2.1,,,13.771,0.08,12.601,0.07,,,13.191,0.04,12.184,0.02,11.865,0.28,,,10.274,0.021,9.721,0.022,9.572,0.018,4924,79,79,3.128,0.145,0.174,-0.31,0.12,0.18,4.622,1.24,0.83,1.172,0.313,0.174,0.01,0.007,0.005,726.4,174.7,140.8,0.472,0.202,0.126,AAA-222-111-000-0-0,44.5,
44,44,44,44,44,44,247527442,04 44 22.848,+22 24 19.05,1,12.476,,,563-011797,04442284+2224190,,STAR,gri,rpm,-8,1.7,-9.9,1.4,,,13.64,0.03,12.439,0.03,,,13.016,0.04,11.995,0.04,12.245,0.9,,,10.067,0.026,9.483,0.03,9.316,0.02,4911,165,103,2.592,0.726,0.231,-0.561,0.35,0.42,7.658,2.437,3.82,0.998,0.262,0.121,0.002,0.017,0.001,1038,345.5,507,0.44,0.142,0.071,AAA-222-111-000-0-0,6.6,
45,45,45,45,45,45,247527482,04 59 48.711,+22 24 20.01,1,14.653,,,563-013358,04594870+2224200,,STAR,gri,rpm,-20.2,3.3,-82.5,3.5,,,15.897,0.13,14.83,0.07,,,15.395,0.07,14.452,0.07,14.335,0.33,,,12.764,0.024,12.273,0.023,12.104,0.021,5516,89,404,4.562,0.132,0.02,-0.745,0.16,0.4,0.745,0.03,0.151,0.74,0.027,0.094,1.758,1.283,0.136,387.9,64.91,24.22,0.528,0.26,0.186,AAA-222-111-000-0-0,7.7,
46,46,46,46,46,46,247527531,04 58 59.746,+22 24 21.43,1,15.711,,,563-013257,04585975+2224214,,STAR,BV,rpm,-5.3,3.6,-5.7,3.4,,,16.89,0.1,15.884,0.062,,,,,,,,,,,14.238,0.029,13.854,0.032,13.775,0.05,6012,237,285,4.325,0.125,0.225,-0.282,0.25,0.3,1.122,0.379,0.187,0.991,0.134,0.112,0.697,0.407,0.393,1300,460,253,0.504,0.181,0.136,AAA-222-111-000-0-0,18.8,
47,47,47,47,47,47,247527535,05 03 42.843,+22 24 21.58,1,12.282,,,563-013833,05034284+2224215,,STAR,gri,rpm,-1.8,7.6,-39.4,1.5,,,13.388,0.07,12.492,0.08,,,12.924,0.06,12.183,0.02,12.008,0.24,,,10.752,0.021,10.334,0.022,10.244,0.019,5499,259,194,4.528,0.045,0.099,-0.147,0.2,0.24,0.862,0.154,0.096,0.908,0.073,0.103,1.381,0.338,0.45,188.7,64.67,19.74,0.237,0.08,0.064,AAA-222-111-000-0-0,23.6,
48,48,48,48,48,48,247527554,04 34 05.902,+22 24 22.20,1,14.623,,,563-010942,04340590+2224221,4334-301-3-0177-0167,STAR,gri,rpm,4.7,2.7,-16.6,2.7,,,17.169,0.11,15.472,0.053,,,16.302,0.056,14.937,0.054,13.904,0.07,,,12.021,0.02,11.305,0.021,11.071,0.018,3909,1032,39,4.862,0.02,1.317,-0.019,0.05,0.9,0.426,2.162,0.011,0.487,0.408,0.019,6.202,0.372,6.153,113.4,671.1,7.081,0.21,0.955,0.03,AAA-222-111-000-0-0,43.1,
49,49,49,49,49,49,247527642,05 04 30.159,+22 24 24.58,1,12.149,,1294-876-1,563-013947,05043016+2224246,,STAR,gri,rpm,1.8,1.8,-0.6,2.2,,,12.572,0.219,13.035,0.344,,,12.325,0.07,12.091,0.03,12.177,0.27,,,11.213,0.022,11.106,0.019,11.031,0.018,8419,842,526,3.996,0.19,0.228,-0.072,0.12,0.12,2.345,0.804,0.599,2.035,0.379,0.316,0.155,0.165,0.09,932,366.4,225,0.509,0.142,0.118,AAA-222-111-000-0-0,21.2,
50,50,50,50,50,50,247527785,04 57 16.450,+22 24 28.57,1,15.39,,,563-013053,04571644+2224285,6003-301-1-0212-0420,STAR,BV,rpm,-0.5,3.4,-3.1,3.7,,,16.269,0.05,15.545,0.054,,,16.008,0.06,,,,,,,13.958,0.026,13.718,0.031,13.617,0.051,6679,492,351,4.181,0.105,0.168,-0.173,0.12,0.15,1.486,0.394,0.23,1.302,0.226,0.162,0.355,0.17,0.165,1770,462.3,311.2,0.472,0.203,0.113,AAA-222-111-000-0-0,21.3,
51,51,51,51,51,51,247527869,05 03 38.497,+22 24 31.06,1,14.168,,,563-013822,05033849+2224309,,STAR,gri,rpm,-2.4,3.4,-0.1,3.7,,,16.072,0.14,14.641,0.11,,,15.406,0.05,14.089,0.03,13.637,0.26,,,11.808,0.022,11.181,0.02,10.997,0.02,4858,177,118,2.544,0.432,0.144,-0.282,0.2,0.32,10.503,0.777,4.31,1.295,0.466,0.259,0.001,0.005,2.85E-04,2876,257.2,1131,0.748,0.144,0.12,AAA-222-111-000-0-0,12.8,
